Parametros;Precision-Bug;Recall-Bug;F1-Bug;acuracy-Bug;Precision-Rating;Recall-Rating;F1-Rating;acuracy-Rating;Precision-Feature;Recall-Feature;F1-Feature;acuracy-Feature;Precision-UserExperience;Recall-UserExperience;F1-UserExperience;acuracy-UserExperience;Precision;Recall;F1;acuracy
OCSVM_kernel-poly_3_scale_01;0.0493;0.6568;0.0917;0.8550;0.1727;0.7767;0.2825;0.3429;0.0196;0.4594;0.0377;0.8301;0.0273;0.6707;0.0524;0.5326;0.0672;0.6409;0.1161;0.6402
OCSVM_kernel-poly_3_scale_02;0.0491;0.6432;0.0912;0.8576;0.1792;0.7365;0.2882;0.3949;0.0198;0.4594;0.0380;0.8316;0.0281;0.6526;0.0539;0.5587;0.0691;0.6229;0.1178;0.6607
OCSVM_kernel-poly_3_scale_03;0.0718;0.6189;0.1286;0.9074;0.1917;0.6597;0.2969;0.4821;0.0200;0.4514;0.0384;0.8364;0.0305;0.6064;0.0580;0.6207;0.0785;0.5841;0.1305;0.7116
OCSVM_kernel-poly_3_scale_04;0.0887;0.5486;0.1527;0.9331;0.2116;0.5756;0.3092;0.5742;0.0207;0.4277;0.0395;0.8498;0.0327;0.5373;0.0616;0.6861;0.0884;0.5223;0.1408;0.7608
OCSVM_kernel-poly_3_scale_05;0.1002;0.4676;0.1650;0.9482;0.2515;0.4854;0.3309;0.6756;0.0206;0.3802;0.0390;0.8649;0.0368;0.4449;0.0680;0.7664;0.1023;0.4445;0.1507;0.8138
OCSVM_kernel-poly_3_scale_06;0.1220;0.3703;0.1833;0.9641;0.3251;0.3892;0.3530;0.7650;0.0207;0.3086;0.0388;0.8906;0.0394;0.3624;0.0711;0.8198;0.1268;0.3576;0.1615;0.8599
OCSVM_kernel-poly_3_scale_07;0.1793;0.2892;0.2209;0.9779;0.4163;0.2905;0.3392;0.8156;0.0212;0.2412;0.0390;0.9157;0.0431;0.2736;0.0744;0.8711;0.1650;0.2736;0.1684;0.8951
OCSVM_kernel-poly_3_scale_08;0.1927;0.1892;0.1905;0.9826;0.5486;0.1958;0.2856;0.8402;0.0186;0.1505;0.0330;0.9376;0.0466;0.1781;0.0738;0.9156;0.2016;0.1784;0.1457;0.9190
OCSVM_kernel-poly_3_scale_09;0.3299;0.0892;0.1395;0.9881;0.6480;0.0975;0.1681;0.8413;0.0150;0.0749;0.0250;0.9586;0.0520;0.0874;0.0650;0.9536;0.2612;0.0873;0.0994;0.9354
OCSVM_kernel-poly_3_auto_01;0.0490;0.6541;0.0911;0.8546;0.1724;0.7759;0.2821;0.3420;0.0196;0.4594;0.0377;0.8301;0.0273;0.6707;0.0524;0.5326;0.0671;0.6400;0.1158;0.6398
OCSVM_kernel-poly_3_auto_02;0.0494;0.6459;0.0917;0.8579;0.1792;0.7369;0.2882;0.3947;0.0198;0.4594;0.0379;0.8313;0.0281;0.6526;0.0539;0.5587;0.0691;0.6237;0.1179;0.6607
OCSVM_kernel-poly_3_auto_03;0.0719;0.6189;0.1288;0.9075;0.1922;0.6601;0.2976;0.4834;0.0200;0.4514;0.0383;0.8362;0.0305;0.6064;0.0580;0.6206;0.0786;0.5842;0.1307;0.7119
