Parametros;Precision-Bug;Recall-Bug;F1-Bug;acuracy-Bug;Precision-Rating;Recall-Rating;F1-Rating;acuracy-Rating;Precision-Feature;Recall-Feature;F1-Feature;acuracy-Feature;Precision-UserExperience;Recall-UserExperience;F1-UserExperience;acuracy-UserExperience;Precision;Recall;F1;acuracy
OCSVM_kernel-linear_auto_02;0.0401;0.6189;0.0754;0.8329;0.1363;0.6905;0.2276;0.2188;0.0183;0.4612;0.0352;0.8168;0.0326;0.6493;0.0621;0.6233;0.0568;0.6050;0.1001;0.6230
OCSVM_kernel-linear_auto_03;0.0418;0.5405;0.0776;0.8586;0.1352;0.6361;0.2230;0.2617;0.0175;0.4094;0.0336;0.8291;0.0360;0.6014;0.0680;0.6832;0.0576;0.5469;0.1005;0.6582
OCSVM_kernel-linear_auto_04;0.0458;0.4919;0.0837;0.8821;0.1324;0.5634;0.2144;0.3126;0.0171;0.3577;0.0327;0.8463;0.0397;0.5272;0.0738;0.7463;0.0587;0.4851;0.1012;0.6968
OCSVM_kernel-linear_auto_05;0.0521;0.4162;0.0925;0.9110;0.1262;0.4700;0.1989;0.3707;0.0178;0.3143;0.0337;0.8697;0.0439;0.4331;0.0798;0.8089;0.0600;0.4084;0.1012;0.7401
OCSVM_kernel-linear_auto_06;0.0578;0.3297;0.0983;0.9339;0.1157;0.3705;0.1763;0.4254;0.0194;0.2783;0.0363;0.8937;0.0479;0.3426;0.0840;0.8591;0.0602;0.3303;0.0987;0.7780
OCSVM_kernel-linear_auto_07;0.0639;0.2676;0.1032;0.9493;0.1069;0.2828;0.1551;0.4898;0.0175;0.1954;0.0321;0.9162;0.0503;0.2455;0.0834;0.8994;0.0597;0.2478;0.0934;0.8137
OCSVM_kernel-linear_auto_08;0.0838;0.1757;0.1134;0.9701;0.0960;0.1861;0.1266;0.5759;0.0161;0.1318;0.0288;0.9372;0.0507;0.1632;0.0773;0.9271;0.0617;0.1642;0.0865;0.8526
OCSVM_kernel-linear_auto_09;0.1096;0.0919;0.0992;0.9822;0.0788;0.0939;0.0856;0.6703;0.0152;0.0680;0.0248;0.9634;0.0550;0.0758;0.0636;0.9585;0.0646;0.0824;0.0683;0.8936
OCSVM_kernel-poly_2_scale_01;0.0801;0.2297;0.1187;0.9625;0.1419;0.6694;0.2341;0.2707;0.0155;0.0520;0.0239;0.9696;0.0410;0.2818;0.0715;0.8606;0.0696;0.3082;0.1121;0.7659
OCSVM_kernel-poly_2_scale_02;0.0839;0.1838;0.1151;0.9692;0.1391;0.6024;0.2260;0.3130;0.0140;0.0480;0.0217;0.9702;0.0425;0.2554;0.0728;0.8764;0.0699;0.2724;0.1089;0.7822
OCSVM_kernel-poly_2_scale_03;0.0940;0.1622;0.1188;0.9739;0.1339;0.5301;0.2138;0.3512;0.0131;0.0400;0.0198;0.9729;0.0424;0.2110;0.0705;0.8946;0.0708;0.2358;0.1057;0.7982
OCSVM_kernel-poly_2_scale_04;0.1001;0.1459;0.1185;0.9765;0.1234;0.4399;0.1927;0.3872;0.0106;0.0280;0.0154;0.9754;0.0419;0.1681;0.0670;0.9119;0.0690;0.1955;0.0984;0.8127
OCSVM_kernel-poly_2_scale_05;0.0935;0.1081;0.1000;0.9789;0.1150;0.3612;0.1744;0.4317;0.0112;0.0240;0.0152;0.9783;0.0431;0.1385;0.0657;0.9261;0.0657;0.1579;0.0888;0.8287
OCSVM_kernel-poly_2_scale_06;0.0976;0.0865;0.0915;0.9813;0.1039;0.2807;0.1516;0.4800;0.0103;0.0160;0.0125;0.9809;0.0425;0.0990;0.0593;0.9415;0.0636;0.1205;0.0787;0.8460
OCSVM_kernel-poly_2_scale_07;0.1112;0.0784;0.0918;0.9831;0.0942;0.2056;0.1292;0.5403;0.0058;0.0080;0.0067;0.9824;0.0385;0.0626;0.0476;0.9527;0.0624;0.0886;0.0688;0.8646
OCSVM_kernel-poly_2_scale_08;0.0951;0.0514;0.0664;0.9845;0.0803;0.1288;0.0989;0.6127;0.0077;0.0080;0.0078;0.9859;0.0349;0.0363;0.0354;0.9628;0.0545;0.0561;0.0521;0.8864
